,Image,Condition,Human,CLIP
146,67,Abstract,0.90903893223006,0.577639751552795
147,68,Abstract,0.7988604071551897,0.4579333709768492
148,69,Abstract,0.7592917097889645,0.603613777526821
149,70,Abstract,0.8410725305287863,0.7007340485601355
150,71,Abstract,0.9740627440031427,0.5979672501411631
151,72,Abstract,0.7465695121743781,0.35968379446640314
152,73,Abstract,0.6954312122222496,0.655561829474873
153,74,Abstract,0.910745113153846,0.7210615471485037
154,75,Abstract,0.8146252896802378,0.7041219649915302
155,76,Abstract,0.786911417695863,0.4398644833427442
156,77,Abstract,0.7156882643499657,0.5561829474872954
157,78,Abstract,0.826832967657195,0.4184076792772445
158,79,Abstract,0.933834346330245,0.5866741953698476
159,80,Abstract,0.7248726341081998,0.0
